SIC_CODE_ID,SIC_CODE,SIC_DESC
673299,673299,"TRUSTS: EDUCATIONAL, RELIGIOUS, ETC., NEC"
673300,673300,"TRUSTS, NEC"
673301,673301,"PRIVATE ESTATE, PERSONAL INVESTMENT AND VACATION FUND TRUSTS"
673399,673399,"TRUSTS, NEC, NEC"
679200,679200,OIL ROYALTY TRADERS
679299,679299,"OIL ROYALTY TRADERS, NEC"
679400,679400,PATENT OWNERS AND LESSORS
679401,679401,MUSIC LICENSING AND ROYALTIES
679499,679499,"PATENT OWNERS AND LESSORS, NEC"
679800,679800,REAL ESTATE INVESTMENT TRUSTS
679899,679899,"REAL ESTATE INVESTMENT TRUSTS, NEC"
679900,679900,"INVESTORS, NEC"
679901,679901,COMMODITY INVESTORS
679999,679999,"INVESTORS, NEC, NEC"
701100,701100,HOTELS AND MOTELS
701101,701101,MOTELS
701102,701102,VACATION LODGES
701103,701103,HOTELS
701104,701104,INNS
701199,701199,"HOTELS AND MOTELS, NEC"
702100,702100,ROOMING AND BOARDING HOUSES
702199,702199,"ROOMING AND BOARDING HOUSES, NEC"
703200,703200,SPORTING AND RECREATIONAL CAMPS
703201,703201,RECREATIONAL CAMPS
703202,703202,YOUTH CAMPS
703203,703203,SPORTING CAMPS
703299,703299,"SPORTING AND RECREATIONAL CAMPS, NEC"
703300,703300,TRAILER PARKS AND CAMPSITES
703399,703399,"TRAILER PARKS AND CAMPSITES, NEC"
704100,704100,MEMBERSHIP-BASIS ORGANIZATION HOTELS
704101,704101,FRATERNITIES AND SORORITIES
704102,704102,ROOMING HOUSES
704199,704199,"MEMBERSHIP-BASIS ORGANIZATION HOTELS, NEC"
721100,721100,"POWER LAUNDRIES, FAMILY AND COMMERCIAL"
721199,721199,"POWER LAUNDRIES, FAMILY AND COMMERCIAL, NEC"
721200,721200,GARMENT PRESSING AND CLEANERS' AGENTS
721201,721201,LAUNDRY AND DRYCLEANER AGENTS
721202,721202,GARMENT PRESSING
721300,721300,LINEN SUPPLY
721301,721301,"LINEN SUPPLY, NON-CLOTHING"
721302,721302,"LINEN SUPPLY, CLOTHING"
721500,721500,COIN-OPERATED LAUNDRIES AND CLEANING
721599,721599,"COIN-OPERATED LAUNDRIES AND CLEANING, NEC"
721600,721600,"DRYCLEANING PLANTS, EXCEPT RUGS"
721699,721699,"DRYCLEANING PLANTS, EXCEPT RUGS, NEC"
721700,721700,CARPET AND UPHOLSTERY CLEANING
721701,721701,CARPET AND UPHOLSTERY CLEANING ON CUSTOMER PREMISES
721702,721702,CARPET AND UPHOLSTERY CLEANING PLANTS
721800,721800,INDUSTRIAL LAUNDERERS
721801,721801,INDUSTRIAL EQUIPMENT LAUNDERERS
721802,721802,INDUSTRIAL CLOTHING LAUNDERERS
721900,721900,"LAUNDRY AND GARMENT SERVICES, NEC"
721901,721901,"GARMENT MAKING, ALTERATION, AND REPAIR"
721902,721902,ACCESSORY AND NON-GARMENT CLEANING AND REPAIR
721903,721903,INFANT LAUNDRY AND GARMENT SERVICES
721904,721904,HAND LAUNDRIES
721999,721999,"LAUNDRY AND GARMENT SERVICES, NEC, NEC"
722100,722100,"PHOTOGRAPHIC STUDIOS, PORTRAIT"
722199,722199,"PHOTOGRAPHIC STUDIOS, PORTRAIT, NEC"
723100,723100,BEAUTY SHOPS
723101,723101,COSMETOLOGY AND PERSONAL HYGIENE SALONS
723102,723102,BEAUTY SCHOOLS
723199,723199,"BEAUTY SHOPS, NEC"
724100,724100,BARBER SHOPS
724199,724199,"BARBER SHOPS, NEC"
725100,725100,SHOE REPAIR AND SHOESHINE PARLORS
725101,725101,SHOE REPAIR SHOPS
725199,725199,"SHOE REPAIR AND SHOESHINE PARLORS, NEC"
726100,726100,FUNERAL SERVICE AND CREMATORIES
726199,726199,"FUNERAL SERVICE AND CREMATORIES, NEC"
729100,729100,TAX RETURN PREPARATION SERVICES
729900,729900,MISCELLANEOUS PERSONAL SERVICE
729901,729901,PERSONAL APPEARANCE SERVICES
729902,729902,MASSAGE PARLOR AND STEAM BATH SERVICES
729903,729903,DATING AND ESCORT SERVICES
729904,729904,HOUSE AND BABYSITTING SERVICES
729905,729905,FACILITY RENTAL AND PARTY PLANNING SERVICES
729906,729906,PERSONAL DOCUMENT AND INFORMATION SERVICES
729907,729907,STATION OPERATION SERVICES
729908,729908,STITCHING SERVICES
729909,729909,CLOTHING RENTAL SERVICES
729910,729910,PERSONAL FINANCIAL SERVICES
729911,729911,PERSONAL ITEM CARE AND STORAGE SERVICES
729912,729912,CONSUMER PURCHASING SERVICES
729999,729999,"MISCELLANEOUS PERSONAL SERVICES, NEC, NEC"
731100,731100,ADVERTISING AGENCIES
731199,731199,"ADVERTISING AGENCIES, NEC"
731200,731200,OUTDOOR ADVERTISING SERVICES
731299,731299,"OUTDOOR ADVERTISING SERVICES, NEC"
731300,731300,"RADIO, TELEVISION, PUBLISHER REPRESENTATIVES"
731301,731301,ELECTRONIC MEDIA ADVERTISING REPRESENTATIVES
731302,731302,PRINTED MEDIA ADVERTISING REPRESENTATIVES
731900,731900,"ADVERTISING, NEC"
731901,731901,TRANSIT ADVERTISING SERVICES
731902,731902,DISTRIBUTION OF ADVERTISING MATERIAL OR SAMPLE SERVICES
731903,731903,AERIAL ADVERTISING SERVICES
731999,731999,"ADVERTISING, NEC, NEC"
732200,732200,ADJUSTMENT AND COLLECTION SERVICES
732299,732299,"ADJUSTMENT AND COLLECTION SERVICES, NEC"
732300,732300,CREDIT REPORTING SERVICES
732399,732399,"CREDIT REPORTING SERVICES, NEC"
733100,733100,DIRECT MAIL ADVERTISING SERVICES
733199,733199,"DIRECT MAIL ADVERTISING SERVICES, NEC"
733400,733400,PHOTOCOPYING AND DUPLICATING SERVICES
733499,733499,"PHOTOCOPYING AND DUPLICATING SERVICES, NEC"
733500,733500,COMMERCIAL PHOTOGRAPHY
733599,733599,"COMMERCIAL PHOTOGRAPHY, NEC"
733600,733600,COMMERCIAL ART AND GRAPHIC DESIGN
733601,733601,ART DESIGN SERVICES
733602,733602,"FILM STRIP, SLIDE, AND STILL FILM PRODUCTION"
733699,733699,"COMMERCIAL ART AND GRAPHIC DESIGN, NEC"
733800,733800,SECRETARIAL AND COURT REPORTING
733801,733801,FORMAL WRITING SERVICES
733802,733802,STENOGRAPHIC SERVICES
733899,733899,"SECRETARIAL AND COURT REPORTING, NEC"
734200,734200,DISINFECTING AND PEST CONTROL SERVICES
734201,734201,DISINFECTING SERVICES
734202,734202,PEST CONTROL SERVICES
734900,734900,"BUILDING MAINTENANCE SERVICES, NEC"
734901,734901,BUILDING AND OFFICE CLEANING SERVICES
734902,734902,BUILDING COMPONENT CLEANING SERVICE
734999,734999,"BUILDING MAINTENANCE SERVICES, NEC, NEC"
735200,735200,MEDICAL EQUIPMENT RENTAL
735299,735299,"MEDICAL EQUIPMENT RENTAL, NEC"
735300,735300,HEAVY CONSTRUCTION EQUIPMENT RENTAL
735301,735301,OIL EQUIPMENT RENTAL SERVICES
735399,735399,"HEAVY CONSTRUCTION EQUIPMENT RENTAL, NEC"
735900,735900,"EQUIPMENT RENTAL AND LEASING, NEC"
735901,735901,HOME CLEANING AND MAINTENANCE EQUIPMENT RENTAL SERVICES
735902,735902,COIN-OPERATED MACHINE RENTAL SERVICES
735903,735903,PALLET RENTAL SERVICES
735904,735904,AIRCRAFT AND INDUSTRIAL TRUCK RENTAL SERVICES
735905,735905,BUSINESS MACHINE AND ELECTRONIC EQUIPMENT RENTAL SERVICES
735906,735906,PARTY SUPPLIES RENTAL SERVICES
735907,735907,"HOME APPLIANCE, FURNITURE, AND ENTERTAINMENT RENTAL SERVICES"
735908,735908,ANIMAL AND PLANT RENTAL SERVICES
735909,735909,MUSICAL INSTRUMENT RENTAL SERVICES
735999,735999,"EQUIPMENT RENTAL AND LEASING, NEC, NEC"
736100,736100,EMPLOYMENT AGENCIES
736101,736101,PLACEMENT AGENCIES
736102,736102,REGISTRIES
736300,736300,HELP SUPPLY SERVICES
736301,736301,LABOR RESOURCE SERVICES
736399,736399,"HELP SUPPLY SERVICES, NEC"
737100,737100,CUSTOM COMPUTER PROGRAMMING SERVICES
737101,737101,CUSTOM COMPUTER PROGRAMMING SERVICES
737102,737102,COMPUTER SOFTWARE WRITING SERVICES
737103,737103,COMPUTER SOFTWARE DEVELOPMENT AND APPLICATIONS
737200,737200,PREPACKAGED SOFTWARE
737299,737299,"PREPACKAGED SOFTWARE, NEC"
737300,737300,COMPUTER INTEGRATED SYSTEMS DESIGN
737301,737301,SYSTEMS SOFTWARE DEVELOPMENT SERVICES
737302,737302,SYSTEMS INTEGRATION SERVICES
737303,737303,COMPUTER SYSTEM SELLING SERVICES
737304,737304,COMPUTER-AIDED SYSTEM SERVICES
737400,737400,DATA PROCESSING AND PREPARATION
737401,737401,COMPUTER PROCESSING SERVICES
737499,737499,"DATA PROCESSING AND PREPARATION, NEC"
737500,737500,INFORMATION RETRIEVAL SERVICES
737599,737599,"INFORMATION RETRIEVAL SERVICES, NEC"
737600,737600,COMPUTER FACILITIES MANAGEMENT
737700,737700,COMPUTER RENTAL AND LEASING
737799,737799,"COMPUTER RENTAL AND LEASING, NEC"
737800,737800,COMPUTER MAINTENANCE AND REPAIR
737899,737899,"COMPUTER MAINTENANCE AND REPAIR, NEC"
737900,737900,"COMPUTER RELATED SERVICES, NEC"
737901,737901,COMPUTER RELATED MAINTENANCE SERVICES
737902,737902,COMPUTER RELATED CONSULTING SERVICES
737999,737999,COMPUTER RELATED SERVICES
738100,738100,DETECTIVE AND ARMORED CAR SERVICES
738101,738101,GUARD SERVICES
738102,738102,DETECTIVE SERVICES
738200,738200,SECURITY SYSTEMS SERVICES
738299,738299,"SECURITY SYSTEMS SERVICES, NEC"
738300,738300,NEWS SYNDICATES
738399,738399,"NEWS SYNDICATES, NEC"
738400,738400,PHOTOFINISH LABORATORIES
738401,738401,PHOTOGRAPHIC SERVICES
738402,738402,FILM DEVELOPING SERVICES
738900,738900,"BUSINESS SERVICES, NEC"
738901,738901,"PERSONAL SERVICE AGENTS, BROKERS, AND BUREAUS"
738902,738902,INSPECTION AND TESTING SERVICES
738903,738903,"ADVERTISING, PROMOTIONAL, AND TRADE SHOW SERVICES"
738904,738904,TEXTILE AND APPAREL SERVICES
738905,738905,RESERVATION SERVICES
738906,738906,INTERIOR DESIGN SERVICES
738907,738907,FINISHING SERVICES
738908,738908,MAPMAKING SERVICES
738909,738909,FINANCIAL SERVICES
738910,738910,TELEPHONE SERVICES
738911,738911,MUSIC AND BROADCASTING SERVICES
738912,738912,PACKAGING AND LABELING SERVICES
738913,738913,LEGAL AND TAX SERVICES
738914,738914,"AUCTION, APPRAISAL, AND EXCHANGE SERVICES"
738915,738915,LETTERING AND SIGN PAINTING SERVICES
738916,738916,MAILING AND MESSENGER SERVICES
738917,738917,BROKERS' SERVICES
738918,738918,DESIGN SERVICES
738919,738919,METAL CUTTING SERVICES
738999,738999,"BUSINESS SERVICES, NEC, NEC"
751300,751300,"TRUCK RENTAL AND LEASING, NO DRIVERS"
751399,751399,"TRUCK RENTAL AND LEASING, NO DRIVERS, NEC"
751400,751400,PASSENGER CAR RENTAL
751499,751499,"PASSENGER CAR RENTAL, NEC"
751500,751500,PASSENGER CAR LEASING
751900,751900,UTILITY TRAILER RENTAL
751901,751901,RECREATIONAL VEHICLE RENTAL
751999,751999,"UTILITY TRAILER RENTAL, NEC"
752100,752100,AUTOMOBILE PARKING
752101,752101,OUTDOOR PARKING SERVICES
752102,752102,INDOOR PARKING SERVICES
753200,753200,TOP AND BODY REPAIR AND PAINT SHOPS
753201,753201,INTERIOR REPAIR SERVICES
753202,753202,LETTERING AND PAINTING SERVICES
753203,753203,"CUSTOMIZING SERVICES, NONFACTORY BASIS"
753204,753204,EXTERIOR REPAIR SERVICES
753299,753299,"TOP AND BODY REPAIR AND PAINT SHOPS, NEC"
753300,753300,AUTO EXHAUST SYSTEM REPAIR SHOPS
753399,753399,"AUTO EXHAUST SYSTEM REPAIR SHOPS, NEC"
753400,753400,TIRE RETREADING AND REPAIR SHOPS
753499,753499,"TIRE RETREADING AND REPAIR SHOPS, NEC"
753600,753600,AUTOMOTIVE GLASS REPLACEMENT SHOPS
753700,753700,AUTOMOTIVE TRANSMISSION REPAIR SHOPS
753800,753800,GENERAL AUTOMOTIVE REPAIR SHOPS
753801,753801,ENGINE REPAIR
753899,753899,"GENERAL AUTOMOTIVE REPAIR SHOPS, NEC"
753900,753900,"AUTOMOTIVE REPAIR SHOPS, NEC"
753901,753901,FRAME AND FRONT END REPAIR SERVICES
753902,753902,POWERTRAIN COMPONENTS REPAIR SERVICES
753903,753903,ELECTRICAL SERVICES
753904,753904,BRAKE SERVICES
753999,753999,"AUTOMOTIVE REPAIR SHOPS, NEC, NEC"
754200,754200,CARWASHES
754299,754299,"CARWASHES, NEC"
754900,754900,"AUTOMOTIVE SERVICES, NEC"
754901,754901,AUTOMOTIVE MAINTENANCE SERVICES
754902,754902,"AUTOMOTIVE CUSTOMIZING SERVICES, NONFACTORY BASIS"
754903,754903,TOWING SERVICES
754999,754999,"AUTOMOTIVE SERVICES, NEC, NEC"
762200,762200,RADIO AND TELEVISION REPAIR
762201,762201,COMMUNICATION EQUIPMENT REPAIR
762202,762202,RADIO REPAIR AND INSTALLATION
762203,762203,HOME ENTERTAINMENT REPAIR SERVICES
762204,762204,ANTENNA REPAIR AND INSTALLATION
762300,762300,REFRIGERATION SERVICE AND REPAIR
762399,762399,"REFRIGERATION SERVICE AND REPAIR, NEC"
762900,762900,ELECTRICAL REPAIR SHOPS
762901,762901,ELECTRICAL PERSONAL USE APPLIANCE REPAIR
762902,762902,ELECTRICAL EQUIPMENT REPAIR SERVICES
762903,762903,ELECTRICAL HOUSEHOLD APPLIANCE REPAIR
762999,762999,"ELECTRICAL REPAIR SHOPS, NEC"
763100,763100,"WATCH, CLOCK, AND JEWELRY REPAIR"
763101,763101,TIME PIECE REPAIR SERVICES
763102,763102,JEWELRY REPAIR SERVICES
764100,764100,REUPHOLSTERY AND FURNITURE REPAIR
764101,764101,UPHOLSTERY WORK
764102,764102,FURNITURE REPAIR AND MAINTENANCE
769200,769200,WELDING REPAIR
769299,769299,"WELDING REPAIR, NEC"
769400,769400,ARMATURE REWINDING SHOPS
769401,769401,REWINDING SERVICES
769402,769402,MOTOR REPAIR SERVICES
769499,769499,"ARMATURE REWINDING SHOPS, NEC"
769900,769900,"REPAIR SERVICES, NEC"
769901,769901,PROFESSIONAL INSTRUMENT REPAIR SERVICES
769902,769902,TANK REPAIR AND CLEANING SERVICES
769903,769903,BOILER AND HEATING REPAIR SERVICES
769904,769904,WASTE CLEANING SERVICES
769905,769905,INDUSTRIAL EQUIPMENT SERVICES
769906,769906,NAUTICAL REPAIR SERVICES
769907,769907,HOSPITAL EQUIPMENT REPAIR SERVICES
769908,769908,SCIENTIFIC EQUIPMENT REPAIR SERVICE
769909,769909,RECREATIONAL SPORTING EQUIPMENT REPAIR SERVICES
769910,769910,MUSICAL INSTRUMENT REPAIR SERVICES
769911,769911,LOCK AND KEY SERVICES
769912,769912,METAL RESHAPING AND REPLATING SERVICES
769913,769913,RECREATIONAL VEHICLE REPAIR SERVICES
769914,769914,AGRICULTURAL EQUIPMENT REPAIR SERVICES
769915,769915,PHOTOGRAPHIC AND OPTICAL GOODS EQUIPMENT REPAIR SERVICES
769916,769916,HOUSEHOLD APPLIANCE REPAIR SERVICES
769917,769917,CLEANING SERVICES
769918,769918,GENERAL HOUSEHOLD REPAIR SERVICES
769919,769919,LEATHER GOODS AND LUGGAGE REPAIR SERVICES
769920,769920,CUSTOMIZING SERVICES
769921,769921,GUN SERVICES
769922,769922,AIRCRAFT AND HEAVY EQUIPMENT REPAIR SERVICES
769923,769923,TOOL REPAIR SERVICES
769924,769924,MISCELLANEOUS AUTOMOTIVE REPAIR SERVICES
769925,769925,MISCELLANEOUS BUILDING ITEM REPAIR SERVICES
769926,769926,WINDOW BLIND REPAIR SERVICES
769927,769927,HOBBY AND COLLECTORS SERVICES
769999,769999,"REPAIR SERVICES, NEC, NEC"
781200,781200,MOTION PICTURE AND VIDEO PRODUCTION
781201,781201,MOTION PICTURE PRODUCTION
781202,781202,VIDEO PRODUCTION
781299,781299,"MOTION PICTURE AND VIDEO PRODUCTION, NEC"
781900,781900,SERVICES ALLIED TO MOTION PICTURES
781901,781901,"PERSONNEL SERVICES, MOTION PICTURE PRODUCTION"
781902,781902,"REPRODUCTION SERVICES, MOTION PICTURE PRODUCTION"
781903,781903,"EDITING SERVICES, MOTION PICTURE PRODUCTION"
781904,781904,"EQUIPMENT AND PROP RENTAL, MOTION PICTURE PRODUCTION"
781905,781905,"DEVELOPING AND LABORATORY SERVICES, MOTION PICTURE"
781999,781999,"SERVICES ALLIED TO MOTION PICTURES, NEC"
782200,782200,MOTION PICTURE AND TAPE DISTRIBUTION
782201,782201,FILM EXCHANGE SERVICES
782202,782202,FILM RENTAL SERVICES
782203,782203,MOTION PICTURE DISTRIBUTION
782204,782204,TELEVISION AND VIDEO TAPE DISTRIBUTION
782900,782900,MOTION PICTURE DISTRIBUTION SERVICES
782901,782901,"BOOKING AGENCIES, MOTION PICTURE"
782999,782999,"MOTION PICTURE DISTRIBUTION SERVICES, NEC"
783200,783200,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN"
783299,783299,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN, NEC"
783300,783300,DRIVE-IN MOTION PICTURE THEATERS
784100,784100,VIDEO TAPE RENTAL
784199,784199,"VIDEO TAPE RENTAL, NEC"
791100,791100,"DANCE STUDIOS, SCHOOLS, AND HALLS"
791101,791101,DANCE HALL SERVICES
791102,791102,DANCE INSTRUCTOR AND SCHOOL SERVICES
792200,792200,THEATRICAL PRODUCERS AND SERVICES
792201,792201,THEATRICAL TALENT AND BOOKING AGENCIES
792202,792202,THEATRICAL PRODUCTION SERVICES
792203,792203,THEATRICAL COMPANIES
792204,792204,THEATRICAL PRODUCERS
792205,792205,THEATRICAL RENTAL SERVICES
792206,792206,COSTUME AND SCENERY DESIGN SERVICES
792299,792299,"THEATRICAL PRODUCERS AND SERVICES, NEC"
792900,792900,ENTERTAINERS AND ENTERTAINMENT GROUPS
792901,792901,MUSICAL ENTERTAINERS
792999,792999,"ENTERTAINERS AND ENTERTAINMENT GROUPS, NEC"
793300,793300,BOWLING CENTERS
793399,793399,"BOWLING CENTERS, NEC"
794100,794100,"SPORTS CLUBS, MANAGERS, AND PROMOTERS"
794101,794101,PROFESSIONAL AND SEMI-PROFESSIONAL SPORTS CLUBS
794102,794102,STADIUM EVENT OPERATOR SERVICES
794199,794199,"SPORTS CLUBS, MANAGERS, AND PROMOTERS, NEC"
794800,794800,"RACING, INCLUDING TRACK OPERATION"
794801,794801,MOTOR VEHICLE RACING AND DRIVERS
794802,794802,RACE TRACK OPERATION
794803,794803,RACEHORSE CARE
794804,794804,"DOG AND HORSE RACING, AND DRIVERS"
799100,799100,PHYSICAL FITNESS FACILITIES
799101,799101,PHYSICAL FITNESS CLUBS WITH TRAINING EQUIPMENT
799102,799102,WEIGHT REDUCING CLUBS
799103,799103,EXERCISE FACILITIES
799200,799200,PUBLIC GOLF COURSES
799300,799300,COIN-OPERATED AMUSEMENT DEVICES
799301,799301,MUSIC MACHINES
799302,799302,GAME MACHINES
799303,799303,ARCADES
799304,799304,GAMBLING MACHINES
799600,799600,AMUSEMENT PARKS
799699,799699,"AMUSEMENT PARKS, NEC"
799700,799700,MEMBERSHIP SPORTS AND RECREATION CLUBS
799701,799701,ICE SPORTS
799702,799702,BOATING AND SWIMMING CLUBS
799703,799703,GUN AND HUNTING CLUBS
799704,799704,OUTDOOR FIELD CLUBS
799705,799705,INDOOR/OUTDOOR COURT CLUBS
799799,799799,"MEMBERSHIP SPORTS AND RECREATION CLUBS, NEC"
799900,799900,"AMUSEMENT AND RECREATION, NEC"
799901,799901,TENNIS SERVICES AND PROFESSIONALS
799902,799902,GOLF SERVICES AND PROFESSIONALS
799903,799903,INDOOR COURT CLUBS
799904,799904,TABLE SPORTS PARLOR OPERATION
799905,799905,BICYCLE AND MOTORCYCLE RENTAL SERVICES
799906,799906,SKATING RINK OPERATION SERVICES
799907,799907,SHOOTING FACILITIES AND ARCHERY LANES
799908,799908,CARD AND GAME SERVICES
799909,799909,ANIMAL SHOWS/CIRCUSES
799910,799910,EXHIBITION AND CARNIVAL OPERATION SERVICES
799911,799911,"INSTRUCTION SCHOOLS, CAMPS, AND SERVICES"
799912,799912,RIDING AND RODEO SERVICES
799913,799913,GAMBLING AND LOTTERY SERVICES
799914,799914,BEACH AND WATER SPORTS EQUIPMENT RENTAL AND SERVICES
799915,799915,"TOURIST ATTRACTIONS, AMUSEMENT PARK CONCESSIONS AND RIDES"
799916,799916,TOUR AND GUIDE SERVICES
799999,799999,"AMUSEMENT AND RECREATION, NEC, NEC"
801100,801100,OFFICES AND CLINICS OF MEDICAL DOCTORS
801101,801101,INTERNAL MEDICINE PRACTITIONERS
801102,801102,MEDICAL CENTERS
801103,801103,MEDICAL INSURANCE ASSOCIATIONS
801104,801104,PSYCHIATRISTS AND PSYCHOANALYSTS
801105,801105,"SPECIALIZED MEDICAL PRACTITIONERS, EXCEPT INTERNAL"
801199,801199,"OFFICES AND CLINICS OF MEDICAL DOCTORS, NEC"
802100,802100,OFFICES AND CLINICS OF DENTISTS
802101,802101,SPECIALIZED DENTAL PRACTITIONERS
802102,802102,DENTAL CLINICS AND OFFICES
802199,802199,"OFFICES AND CLINICS OF DENTISTS, NEC"
803100,803100,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS
804100,804100,OFFICES AND CLINICS OF CHIROPRACTORS
804200,804200,OFFICES AND CLINICS OF OPTOMETRISTS
804201,804201,SPECIALIZED OPTOMETRISTS
804299,804299,"OFFICES AND CLINICS OF OPTOMETRISTS, NEC"
804300,804300,OFFICES AND CLINICS OF PODIATRISTS
804900,804900,OFFICES OF HEALTH PRACTITIONER
804901,804901,NUTRITION SPECIALIST
804902,804902,PHYSICAL THERAPIST
804903,804903,SPEECH SPECIALIST
804904,804904,"PSYCHOLOGIST, PSYCHOTHERAPIST AND HYPNOTIST"
804905,804905,NURSES AND OTHER MEDICAL ASSISTANTS
804999,804999,"OFFICES OF HEALTH PRACTITIONERS, NEC"
805100,805100,SKILLED NURSING CARE FACILITIES
805199,805199,"SKILLED NURSING CARE FACILITIES, NEC"
805200,805200,INTERMEDIATE CARE FACILITIES
805299,805299,"INTERMEDIATE CARE FACILITIES, NEC"
805900,805900,"NURSING AND PERSONAL CARE, NEC"
805999,805999,"NURSING AND PERSONAL CARE, NEC, NEC"
806200,806200,GENERAL MEDICAL AND SURGICAL HOSPITALS
806299,806299,"GENERAL MEDICAL AND SURGICAL HOSPITALS, NEC"
806300,806300,PSYCHIATRIC HOSPITALS
806399,806399,"PSYCHIATRIC HOSPITALS, NEC"
806900,806900,"SPECIALTY HOSPITALS, EXCEPT PSYCHIATRIC"
806901,806901,SUBSTANCE ABUSE HOSPITALS
806902,806902,CHRONIC DISEASE HOSPITAL
806903,806903,RESPIRATORY HOSPITAL
806999,806999,"SPECIALTY HOSPITALS, EXCEPT PSYCHIATRIC, NEC"
807100,807100,MEDICAL LABORATORIES
807101,807101,TESTING LABORATORIES
807199,807199,"MEDICAL LABORATORIES, NEC"
807200,807200,DENTAL LABORATORIES
807299,807299,"DENTAL LABORATORIES, NEC"
808200,808200,HOME HEALTH CARE SERVICES
808299,808299,"HOME HEALTH CARE SERVICES, NEC"
809200,809200,KIDNEY DIALYSIS CENTERS
809300,809300,"SPECIALTY OUTPATIENT CLINICS, NEC"
809301,809301,SUBSTANCE ABUSE CLINICS (OUTPATIENT)
809302,809302,RESPIRATORY HEALTH CLINIC
809303,809303,FAMILY PLANNING AND BIRTH CONTROL CLINICS
809399,809399,"SPECIALTY OUTPATIENT CLINICS, NEC, NEC"
809900,809900,"HEALTH AND ALLIED SERVICES, NEC"
809901,809901,BLOOD RELATED HEALTH SERVICES
809902,809902,PHYSICAL EXAMINATION AND TESTING SERVICES
809999,809999,"HEALTH AND ALLIED SERVICES, NEC, NEC"
811100,811100,LEGAL SERVICES
811101,811101,SPECIALIZED LEGAL SERVICES
811102,811102,"SPECIALIZED LAW OFFICES, ATTORNEYS"
811199,811199,"LEGAL SERVICES, NEC"
821100,821100,ELEMENTARY AND SECONDARY SCHOOLS
821101,821101,CATHOLIC ELEMENTARY AND SECONDARY SCHOOLS
821102,821102,PRIVATE ELEMENTARY AND SECONDARY SCHOOLS
821103,821103,PUBLIC ELEMENTARY AND SECONDARY SCHOOLS
821104,821104,SPECIALTY EDUCATION
821199,821199,"ELEMENTARY AND SECONDARY SCHOOLS, NEC"
822100,822100,COLLEGES AND UNIVERSITIES
822101,822101,COLLEGES AND UNIVERSITIES
822102,822102,PROFESSIONAL SCHOOLS
822200,822200,JUNIOR COLLEGES
822299,822299,"JUNIOR COLLEGES, NEC"
823100,823100,LIBRARIES
823101,823101,SPECIALIZED LIBRARIES
823102,823102,COLLEGE AND MILITARY POST LIBRARIES
823103,823103,GENERAL PUBLIC LIBRARIES
823104,823104,LIBRARY SERVICES
824300,824300,DATA PROCESSING SCHOOLS
824399,824399,"DATA PROCESSING SCHOOLS, NEC"
824400,824400,BUSINESS AND SECRETARIAL SCHOOLS
824499,824499,"BUSINESS AND SECRETARIAL SCHOOLS, NEC"
824900,824900,"VOCATIONAL SCHOOLS, NEC"
824901,824901,TRADE SCHOOL
824902,824902,BUSINESS TRAINING SERVICES
824903,824903,MEDICAL TRAINING SERVICES
824999,824999,"VOCATIONAL SCHOOLS, NEC, NEC"
829900,829900,"SCHOOLS AND EDUCATIONAL SERVICES, NEC"
829901,829901,ARTS AND CRAFTS SCHOOLS
829902,829902,EDUCATIONAL SERVICES
829903,829903,MUSIC AND DRAMA SCHOOLS
829904,829904,VEHICLE DRIVING SCHOOL
829905,829905,READING AND SPEAKING SCHOOLS
829999,829999,"SCHOOLS AND EDUCATIONAL SERVICES, NEC, NEC"
832200,832200,INDIVIDUAL AND FAMILY SERVICES
832201,832201,GERIATRIC SOCIAL SERVICE
832202,832202,CHILD RELATED SOCIAL SERVICES
832203,832203,EMERGENCY SOCIAL SERVICES
832204,832204,REHABILITATION SERVICES
832205,832205,FAMILY COUNSELING SERVICES
832206,832206,GENERAL COUNSELING SERVICES
832207,832207,SOCIAL SERVICES FOR THE HANDICAPPED
832208,832208,SUBSTANCE ABUSE COUNSELING
832299,832299,"INDIVIDUAL AND FAMILY SERVICES, NEC"
833100,833100,JOB TRAINING AND RELATED SERVICES
833101,833101,JOB TRAINING SERVICES
833199,833199,"JOB TRAINING AND RELATED SERVICES, NEC"
835100,835100,CHILD DAY CARE SERVICES
835199,835199,"CHILD DAY CARE SERVICES, NEC"
836100,836100,RESIDENTIAL CARE
836101,836101,RESIDENTIAL CARE FOR CHILDREN
836102,836102,JUVENILE CORRECTIONAL FACILITIES
836103,836103,RESIDENTIAL CARE FOR THE HANDICAPPED
836104,836104,GERIATRIC RESIDENTIAL CARE
836199,836199,"RESIDENTIAL CARE, NEC"
839900,839900,"SOCIAL SERVICES, NEC"
839901,839901,COMMUNITY DEVELOPMENT GROUPS
839999,839999,"SOCIAL SERVICES, NEC, NEC"
841200,841200,MUSEUMS AND ART GALLERIES
841201,841201,ART GALLERY
841299,841299,"MUSEUMS AND ART GALLERIES, NEC"
842200,842200,BOTANICAL AND ZOOLOGICAL GARDENS
842201,842201,AQUARIUMS AND ZOOLOGICAL GARDENS
842202,842202,ARBORETA AND BOTANICAL GARDENS
861100,861100,BUSINESS ASSOCIATIONS
861101,861101,TRADE ASSOCIATIONS
861102,861102,GROWERS' ASSOCIATIONS
