icd_mapping_id,description,fdn_icd10,fdn_icd9
99889-T818,Other specified complications,T818,998.89
9989-T819,"Unspecified complication of procedure, not elsewhere classified",T819,998.9
9993-T802,Other infection,T802,999.3
9994-T805,Anaphylactic shock due to serum,T805,999.4
9995-T806,Other serum reaction,T806,999.5
9996-T803,ABO incompatibility reaction,T803,999.6
9997-T804,Rh incompatibility reaction,T804,999.7
9998-T808,Other infusion and transfusion reaction,T808,999.8
9999-T888,"Other and unspecified complications of medical care, not elsewhere classified",T888,999.9
V010-Z200,Cholera,Z200,V01.0
V011-Z201,Tuberculosis,Z201,V01.1
V012-Z208,Poliomyelitis,Z208,V01.2
V013-Z208,Smallpox,Z208,V01.3
V014-Z204,Rubella,Z204,V01.4
V015-Z203,Rabies,Z203,V01.5
V016-Z202,Venereal diseases,Z202,V01.6
V017-Z208,Other viral diseases,Z208,V01.7
V018-Z208,Other communicable diseases,Z208,V01.8
V019-Z209,Unspecified communicable disease,Z209,V01.9
V020-Z221,Cholera,Z221,V02.0
V021-Z220,Typhoid,Z220,V02.1
V022-Z221,Amebiasis,Z221,V02.2
V023-Z221,Other gastrointestinal pathogens,Z221,V02.3
V024-Z222,Diphtheria,Z222,V02.4
V025-Z223,Other specified bacterial diseases,Z223,V02.5
V0261-Z225,Hepatitis B carrier,Z225,V02.61
V0262-Z225,Hepatitis C carrier,Z225,V02.62
V027-Z224,Gonorrhea,Z224,V02.7
V028-Z224,Other venereal diseases,Z224,V02.8
V029-Z228,Other specified infectious organism,Z228,V02.9
V08-Z21,Asymptomatic human immunodeficiency virus [HIV] infection status,Z21,V08
V090-Z918,Infection with microorganisms resistant to penicillins,Z918,V09.0
V091-Z918,Infection with microorganisms resistant to cephalosporins and other B-lactam antibiotics,Z918,V09.1
V092-Z918,Infection with microorganisms resistant to macrolides,Z918,V09.2
V093-Z918,Infection with microorganisms resistant to tetracyclines,Z918,V09.3
V094-Z918,Infection with microorganisms resistant to aminoglycosides,Z918,V09.4
V0950-Z918,Without mention of resistance to multiple quinolones and fluoroquinoles,Z918,V09.50
V0951-Z918,With resistance to multiple quinolones and fluoroquinoles,Z918,V09.51
V096-Z918,Infection with microorganisms resistant to sulfonamides,Z918,V09.6
V0970-Z918,Without mention of resistance to multiple antimycobacterial agents,Z918,V09.70
V0971-Z918,With resistance to multiple antimycobacterial agents,Z918,V09.71
V0980-Z918,Without mention of resistance to multiple drugs,Z918,V09.80
V0981-Z918,With resistance to multiple drugs,Z918,V09.81
V0990-Z918,Without mention of multiple drug resistance,Z918,V09.90
V0991-Z918,With multiple drug resistance,Z918,V09.91
V1000-Z850,"Gastrointestinal tract, unspecified",Z850,V10.00
V1001-Z850,Tongue,Z850,V10.01
V1002-Z850,Other and unspecified oral cavity and pharynx,Z850,V10.02
V1003-Z850,Esophagus,Z850,V10.03
V1004-Z850,Stomach,Z850,V10.04
V1005-Z850,Large intestine,Z850,V10.05
V1007-Z850,Liver,Z850,V10.07
V1009-Z850,Other,Z850,V10.09
V1011-Z851,Bronchus and lung,Z851,V10.11
V1012-Z851,Trachea,Z851,V10.12
V1020-Z852,"Respiratory organ, unspecified",Z852,V10.20
V1021-Z852,Larynx,Z852,V10.21
V1022-Z852,"Nasal cavities, middle ear, and accessory sinuses",Z852,V10.22
V1029-Z852,Other,Z852,V10.29
V103-Z853,Breast,Z853,V10.3
V1040-Z854,"Female genital organ, unspecified",Z854,V10.40
V1041-Z854,Cervix uteri,Z854,V10.41
V1042-Z854,Other parts of uterus,Z854,V10.42
V1043-Z854,Ovary,Z854,V10.43
V1044-Z854,Other female genital organs,Z854,V10.44
V1045-Z854,"Male genital organ, unspecified",Z854,V10.45
V1046-Z854,Prostate,Z854,V10.46
V1047-Z854,Testis,Z854,V10.47
V1049-Z854,Other male genital organs,Z854,V10.49
V1050-Z855,"Urinary organ, unspecified",Z855,V10.50
V1051-Z855,Bladder,Z855,V10.51
V1052-Z855,Kidney,Z855,V10.52
V1059-Z855,Other,Z855,V10.59
V1060-Z856,"Leukemia, unspecified",Z856,V10.60
V1061-Z856,Lymphoid leukemia,Z856,V10.61
V1062-Z856,Myeloid leukemia,Z856,V10.62
V1063-Z856,Monocytic leukemia,Z856,V10.63
V1069-Z856,Other,Z856,V10.69
V1071-Z857,Lymphosarcoma and reticulosarcoma,Z857,V10.71
V1072-Z857,Hodgkin's disease,Z857,V10.72
V1079-Z857,Other,Z857,V10.79
V1081-Z859,Bone,Z859,V10.81
V1082-Z858,Malignant melanoma of skin,Z858,V10.82
V1083-Z858,Other malignant neoplasm of skin,Z858,V10.83
V1084-Z858,Eye,Z858,V10.84
V1085-Z858,Brain,Z858,V10.85
V1086-Z858,Other parts of nervous system,Z858,V10.86
V1087-Z858,Thyroid,Z858,V10.87
V1088-Z858,Other endocrine glands and related structures,Z858,V10.88
V1089-Z858,Other,Z858,V10.89
V109-Z859,Unspecified personal history of malignant neoplasm,Z859,V10.9
V110-Z865,Schizophrenia,Z865,V11.0
V111-Z865,Affective disorders,Z865,V11.1
V112-Z865,Neurosis,Z865,V11.2
V118-Z865,Other mental disorders,Z865,V11.8
V119-Z865,Unspecified mental disorder,Z865,V11.9
V1201-Z8611,Tuberculosis,Z8611,V12.01
V1202-Z8612,Poliomyelitis,Z8612,V12.02
V1203-Z8613,Malaria,Z8613,V12.03
V121-Z863,Nutritional deficiency,Z863,V12.1
V122-Z863,"Endocrine, metabolic, and immunity disorders",Z863,V12.2
V123-Z862,Diseases of blood and blood-forming organs,Z862,V12.3
V124-Z866,Disorders of nervous system and sense organs,Z866,V12.4
V1250-Z867,Unspecified circulatory disease,Z867,V12.50
V1251-Z867,Venous thrombosis and embolism,Z867,V12.51
V1252-Z867,Thrombophlebitis,Z867,V12.52
V1259-Z867,Other,Z867,V12.59
V126-Z870,Diseases of respiratory system,Z870,V12.6
V1271-Z8711,Peptic ulcer disease,Z8711,V12.71
V1300-Z874,Unspecified urinary disorder,Z874,V13.00
V1301-Z874,Urinary calculi,Z874,V13.01
V1309-Z874,Other,Z874,V13.09
V131-Z875,Trophoblastic disease,Z875,V13.1
V132-Z874,Other genital system and obstetric disorders,Z874,V13.2
V133-Z872,Diseases of skin and subcutaneous tissue,Z872,V13.3
V134-Z873,Arthritis,Z873,V13.4
V135-Z873,Other musculoskeletal disorders,Z873,V13.5
V136-Z877,Congenital malformations,Z877,V13.6
V138-Z878,Other specified diseases,Z878,V13.8
V139-Z878,Unspecified disease,Z878,V13.9
V140-Z880,Penicillin,Z880,V14.0
V141-Z881,Other antibiotic agent,Z881,V14.1
V142-Z882,Sulfonamides,Z882,V14.2
V143-Z883,Other anti-infective agent,Z883,V14.3
V144-Z884,Anesthetic agent,Z884,V14.4
V145-Z885,Narcotic agent,Z885,V14.5
V146-Z886,Analgesic agent,Z886,V14.6
V147-Z887,Serum or vaccine,Z887,V14.7
V148-Z888,Other specified medicinal agents,Z888,V14.8
V149-Z889,Unspecified medicinal agent,Z889,V14.9
V150-Z910,"Allergy, other than to medicinal agents",Z910,V15.0
V153-Z923,Irradiation,Z923,V15.3
V154-Z914,Psychological trauma,Z914,V15.4
V156-Z918,Poisoning,Z918,V15.6
V157-Z920,Contraception,Z920,V15.7
V1581-Z911,Noncompliance with medical treatment,Z911,V15.81
V1589-Z918,Other,Z918,V15.89
V159-Z918,Unspecified personal history presenting hazards to health,Z918,V15.9
V160-Z800,Gastrointestinal tract,Z800,V16.0
V161-Z801,"Trachea, bronchus, and lung",Z801,V16.1
V162-Z802,Other respiratory and intrathoracic organs,Z802,V16.2
V163-Z803,Breast,Z803,V16.3
V164-Z804,Genital organs,Z804,V16.4
V165-Z805,Urinary organs,Z805,V16.5
V166-Z806,Leukemia,Z806,V16.6
V167-Z807,Other lymphatic and hematopoietic neoplasms,Z807,V16.7
V168-Z808,Other specified malignant neoplasm,Z808,V16.8
V169-Z809,Unspecified malignant neoplasm,Z809,V16.9
V170-Z818,Psychiatric condition,Z818,V17.0
V171-Z823,Stroke (cerebrovascular),Z823,V17.1
V172-Z820,Other neurological diseases,Z820,V17.2
V173-Z824,Ischemic heart disease,Z824,V17.3
V174-Z824,Other cardiovascular diseases,Z824,V17.4
V175-Z825,Asthma,Z825,V17.5
V176-Z825,Other chronic respiratory conditions,Z825,V17.6
V177-Z826,Arthritis,Z826,V17.7
V178-Z826,Other musculoskeletal diseases,Z826,V17.8
V180-Z833,Diabetes mellitus,Z833,V18.0
V181-Z834,Other endocrine and metabolic diseases,Z834,V18.1
V182-Z832,Anemia,Z832,V18.2
V183-Z832,Other blood disorders,Z832,V18.3
V184-Z810,Mental retardation,Z810,V18.4
V185-Z837,Digestive disorders,Z837,V18.5
V186-Z841,Kidney diseases,Z841,V18.6
V187-Z842,Other genitourinary diseases,Z842,V18.7
V188-Z831,Infectious and parasitic diseases,Z831,V18.8
V190-Z821,Blindness or visual loss,Z821,V19.0
V191-Z835,Other eye disorders,Z835,V19.1
V192-Z822,Deafness or hearing loss,Z822,V19.2
V193-Z835,Other ear disorders,Z835,V19.3
V194-Z840,Skin conditions,Z840,V19.4
V195-Z827,Congenital anomalies,Z827,V19.5
V196-Z848,Allergic disorders,Z848,V19.6
V197-Z843,Consanguinity,Z843,V19.7
V198-Z848,Other condition,Z848,V19.8
V200-Z761,Foundling,Z761,V20.0
V201-Z762,Other healthy infant or child receiving care,Z762,V20.1
V202-Z001,Routine infant or child health check,Z001,V20.2
V210-Z002,Period of rapid growth in childhood,Z002,V21.0
V211-Z003,Puberty,Z003,V21.1
V212-Z003,Other adolescence,Z003,V21.2
V218-Z003,Other specified constitutional states in development,Z003,V21.8
V219-Z003,Unspecified constitutional state in development,Z003,V21.9
V220-Z340,Supervision of normal first pregnancy,Z340,V22.0
V221-Z348,Supervision of other normal pregnancy,Z348,V22.1
V222-Z33,"Pregnant state, incidental",Z33,V22.2
V241-Z391,Lactating mother,Z391,V24.1
V242-Z392,Routine postpartum follow-up,Z392,V24.2
V2501-Z300,Prescription of oral contraceptives,Z300,V25.01
V2502-Z300,Initiation of other contraceptive measures,Z300,V25.02
V2509-Z300,Other,Z300,V25.09
V252-Z302,Sterilization,Z302,V25.2
V2540-Z304,"Contraceptive surveillance, unspecified",Z304,V25.40
V2541-Z304,Contraceptive pill,Z304,V25.41
V2549-Z308,Other contraceptive method,Z308,V25.49
V255-Z308,Insertion of implantable subdermal contraceptive,Z308,V25.5
V258-Z308,Other specified contraceptive management,Z308,V25.8
V259-Z309,Unspecified contraceptive management,Z309,V25.9
V260-Z310,Tuboplasty or vasoplasty after previous sterilization,Z310,V26.0
V262-Z314,Investigation and testing,Z314,V26.2
V263-Z315,Genetic counseling and testing,Z315,V26.3
V264-Z316,General counseling and advice,Z316,V26.4
V268-Z318,Other specified procreative management,Z318,V26.8
V269-Z319,Unspecified procreative management,Z319,V26.9
V270-Z370,Single liveborn,Z370,V27.0
V271-Z371,Single stillborn,Z371,V27.1
V272-Z372,"Twins, both liveborn",Z372,V27.2
V273-Z373,"Twins, one liveborn and one stillborn",Z373,V27.3
V274-Z374,"Twins, both stillborn",Z374,V27.4
V275-Z375,"Other multiple birth, all liveborn",Z375,V27.5
V276-Z376,"Other multiple birth, some liveborn",Z376,V27.6
V277-Z377,"Other multiple birth, all stillborn",Z377,V27.7
V279-Z379,Unspecified outcome of delivery,Z379,V27.9
V286-O368,Screening for Streptococcus B,O368,V28.6
V290-Z038,Observation for suspected infectious condition,Z038,V29.0
V292-Z038,Observation for suspected respiratory condition,Z038,V29.2
V298-Z038,Observation for other specified suspected condition,Z038,V29.8
V400-Z559,Problems with learning,Z559,V40.0
V401-F809,Problems with communication [including speech],F809,V40.1
V402-Z865,Other mental problems,Z865,V40.2
V403-F919,Other behavioral problems,F919,V40.3
V409-Z865,Unspecified mental or behavioral problem,Z865,V40.9
V410-H547,Problems with sight,H547,V41.0
V411-H579,Other eye problems,H579,V41.1
V412-H919,Problems with hearing,H919,V41.2
V413-H939,Other ear problems,H939,V41.3
V414-R478,Problems with voice production,R478,V41.4
V415-R438,Problems with smell and taste,R438,V41.5
V416-R13,Problems with swallowing and mastication,R13,V41.6
V417-Z729,Problems with sexual function,Z729,V41.7
V418-Z728,Other problems with special functions,Z728,V41.8
V419-Z729,Unspecified problem with special functions,Z729,V41.9
V421-Z941,Heart,Z941,V42.1
V422-Z954,Heart valve,Z954,V42.2
V423-Z945,Skin,Z945,V42.3
V424-Z946,Bone,Z946,V42.4
V425-Z947,Cornea,Z947,V42.5
V426-Z942,Lung,Z942,V42.6
V427-Z944,Liver,Z944,V42.7
V428-Z948,Other specified organ or tissue,Z948,V42.8
V429-Z949,Unspecified organ or tissue,Z949,V42.9
V430-Z970,Eye globe,Z970,V43.0
V431-Z961,Lens,Z961,V43.1
V432-Z941,Heart,Z941,V43.2
V433-Z952,Heart valve,Z952,V43.3
V434-Z958,Blood vessel,Z958,V43.4
V435-Z960,Bladder,Z960,V43.5
V4360-Z9660,Unspecified joint,Z9660,V43.60
V4361-Z9661,Shoulder,Z9661,V43.61
V4362-Z9662,Elbow,Z9662,V43.62
V4363-Z9663,Wrist,Z9663,V43.63
V4364-Z9664,Hip,Z9664,V43.64
V4365-Z9665,Knee,Z9665,V43.65
V4366-Z9666,Ankle,Z9666,V43.66
V437-Z971,Limb,Z971,V43.7
V4381-Z963,Larynx,Z963,V43.81
V4382-Z968,Breast,Z968,V43.82
V4389-Z968,Other,Z968,V43.89
V440-Z930,Tracheostomy,Z930,V44.0
V441-Z931,Gastrostomy,Z931,V44.1
V442-Z932,Ileostomy,Z932,V44.2
V443-Z933,Colostomy,Z933,V44.3
V444-Z934,Other artificial opening of gastrointestinal tract,Z934,V44.4
V445-Z935,Cystostomy,Z935,V44.5
V446-Z936,Other artificial opening of urinary tract,Z936,V44.6
V447-Z938,Artificial vagina,Z938,V44.7
V448-Z938,Other artificial opening status,Z938,V44.8
V449-Z939,Unspecified artificial opening status,Z939,V44.9
V4500-Z959,Unspecified cardiac device,Z959,V45.00
V4501-Z950,Cardiac pacemaker,Z950,V45.01
V4502-Z950,Automatic implantable cardiac defibrillator,Z950,V45.02
V4509-Z958,Other specified cardiac device,Z958,V45.09
V451-Z992,Renal dialysis status,Z992,V45.1
V452-Z982,Presence of cerebrospinal fluid drainage device,Z982,V45.2
V453-Z980,Intestinal bypass or anastomosis status,Z980,V45.3
V454-Z981,Arthrodesis status,Z981,V45.4
V4551-Z975,Intrauterine contraceptive device,Z975,V45.51
V4552-Z975,Subdermal contraceptive implant,Z975,V45.52
V4559-Z975,Other,Z975,V45.59
V456-Z988,States following surgery of eye and adnexa,Z988,V45.6
V4581-Z951,Aortocoronary bypass status,Z951,V45.81
V4582-Z955,Percutaneous transluminal coronary angioplasty status,Z955,V45.82
V4583-Z988,Breast implant removal status,Z988,V45.83
V4589-Z988,Other,Z988,V45.89
V460-Z990,Aspirator,Z990,V46.0
V461-Z991,Respirator [Ventilator],Z991,V46.1
V468-Z998,Other enabling machines,Z998,V46.8
V470-Z908,Deficiencies of internal organs,Z908,V47.0
V471-Z878,Mechanical and motor problems with internal organs,Z878,V47.1
V472-Z867,Other cardiorespiratory problems,Z867,V47.2
V474-Z874,Other urinary problems,Z874,V47.4
V475-Z874,Other genital problems,Z874,V47.5
V479-Z878,Unspecified,Z878,V47.9
V480-Z900,Deficiencies of head,Z900,V48.0
V481-Z900,Deficiencies of neck and trunk,Z900,V48.1
V482-Z878,Mechanical and motor problems with head,Z878,V48.2
V483-Z878,Mechanical and motor problems with neck and trunk,Z878,V48.3
V484-Z878,Sensory problem with head,Z878,V48.4
V485-Z878,Sensory problem with neck and trunk,Z878,V48.5
V486-M952,Disfigurements of head,M952,V48.6
V487-M953,Disfigurements of neck and trunk,M953,V48.7
V488-Z878,"Other problems with head, neck, and trunk",Z878,V48.8
V489-Z878,"Unspecified problem with head, neck, or trunk",Z878,V48.9
V490-Z878,Deficiencies of limbs,Z878,V49.0
V491-Z878,Mechanical problems with limbs,Z878,V49.1
V492-Z878,Motor problems with limbs,Z878,V49.2
V493-Z878,Sensory problems with limbs,Z878,V49.3
V494-Z878,Disfigurements of limbs,Z878,V49.4
V495-Z878,Other problems of limbs,Z878,V49.5
V4961-Z890,Thumb,Z890,V49.61
V4962-Z890,Other finger(s),Z890,V49.62
V4963-Z891,Hand,Z891,V49.63
V4964-Z891,Wrist,Z891,V49.64
V4965-Z892,Below elbow,Z892,V49.65
V4966-Z892,Above elbow,Z892,V49.66
V4967-Z892,Shoulder,Z892,V49.67
V4971-Z894,Great toe,Z894,V49.71
V4972-Z894,Other toe(s),Z894,V49.72
V4973-Z894,Foot,Z894,V49.73
V4974-Z894,Ankle,Z894,V49.74
V4975-Z895,Below knee,Z895,V49.75
V4976-Z896,Above knee,Z896,V49.76
V4977-Z896,Hip,Z896,V49.77
V498-Z918,Other specified conditions influencing health status,Z918,V49.8
V499-Z899,Unspecified,Z899,V49.9
V501-Z411,Other plastic surgery for unacceptable cosmetic appearance,Z411,V50.1
V502-Z412,Routine or ritual circumcision,Z412,V50.2
V503-Z413,Ear piercing,Z413,V50.3
V5041-Z4000,Breast,Z4000,V50.41
V5042-Z4001,Ovary,Z4001,V50.42
V508-Z408,Other,Z408,V50.8
V509-Z409,Unspecified,Z409,V50.9
V520-Z440,Artificial arm (complete) (partial),Z440,V52.0
V521-Z441,Artificial leg (complete) (partial),Z441,V52.1
V522-Z442,Artificial eye,Z442,V52.2
V523-Z463,Dental prosthetic device,Z463,V52.3
V524-Z443,Breast prosthesis and implant,Z443,V52.4
V528-Z448,Other specified prosthetic device,Z448,V52.8
V529-Z449,Unspecified prosthetic device,Z449,V52.9
V530-Z462,Devices related to nervous system and special senses,Z462,V53.0
V531-Z460,Spectacles and contact lenses,Z460,V53.1
V532-Z461,Hearing aid,Z461,V53.2
V5331-Z450,Cardiac pacemaker,Z450,V53.31
V5332-Z458,Automatic implantable cardiac defibrillator,Z458,V53.32
V5339-Z458,Other cardiac device,Z458,V53.39
V534-Z464,Orthodontic devices,Z464,V53.4
V535-Z465,Other intestinal appliance,Z465,V53.5
V536-Z466,Urinary devices,Z466,V53.6
V538-Z468,Wheelchair,Z468,V53.8
V539-Z469,Other and unspecified device,Z469,V53.9
V548-Z478,Other orthopedic aftercare,Z478,V54.8
V550-Z430,Tracheostomy,Z430,V55.0
V551-Z431,Gastrostomy,Z431,V55.1
V552-Z432,Ileostomy,Z432,V55.2
V553-Z433,Colostomy,Z433,V55.3
V554-Z434,Other artificial opening of digestive tract,Z434,V55.4
V555-Z435,Cystostomy,Z435,V55.5
V556-Z436,Other artificial opening of urinary tract,Z436,V55.6
V557-Z437,Artificial vagina,Z437,V55.7
V558-Z438,Other specified artificial opening,Z438,V55.8
V559-Z439,Unspecified artificial opening,Z439,V55.9
V561-Z452,Fitting and adjustment of extracorporeal dialysis catheter,Z452,V56.1
V580-Z510,Radiotherapy,Z510,V58.0
V5811-Z511,Encounter for antineoplastic chemotherapy,Z511,V58.11
