id,order_number,short_description,long_description,formatted_icd10_code,FDN_parenticd10
T79A11,,Traumatic compartment syndrome of right upper extremity,Traumatic compartment syndrome of right upper extremity,T79.A11,T79A1
T79A11A,,"Traumatic compartment syndrome of r up extrem, init","Traumatic compartment syndrome of right upper extremity, initial encounter",T79.A11A,T79A1
T79A11D,,"Traumatic compartment syndrome of r up extrem, subs","Traumatic compartment syndrome of right upper extremity, subsequent encounter",T79.A11D,T79A1
T79A11S,,"Traumatic compartment syndrome of r up extrem, sequela","Traumatic compartment syndrome of right upper extremity, sequela",T79.A11S,T79A1
T79A12,,Traumatic compartment syndrome of left upper extremity,Traumatic compartment syndrome of left upper extremity,T79.A12,T79A1
T79A12A,,"Traumatic compartment syndrome of left upper extremity, init","Traumatic compartment syndrome of left upper extremity, initial encounter",T79.A12A,T79A1
T79A12D,,"Traumatic compartment syndrome of left upper extremity, subs","Traumatic compartment syndrome of left upper extremity, subsequent encounter",T79.A12D,T79A1
T79A12S,,"Traumatic compartment syndrome of l up extrem, sequela","Traumatic compartment syndrome of left upper extremity, sequela",T79.A12S,T79A1
T79A19,,Traumatic compartment syndrome of unsp upper extremity,Traumatic compartment syndrome of unspecified upper extremity,T79.A19,T79A1
T79A19A,,"Traumatic compartment syndrome of unsp upper extremity, init","Traumatic compartment syndrome of unspecified upper extremity, initial encounter",T79.A19A,T79A1
W6192XD,,"Struck by other birds, subsequent encounter","Struck by other birds, subsequent encounter",W61.92XD,W6192
T79A19D,,"Traumatic compartment syndrome of unsp upper extremity, subs","Traumatic compartment syndrome of unspecified upper extremity, subsequent encounter",T79.A19D,T79A1
T79A19S,,"Traumatic compartment syndrome of unsp up extrem, sequela","Traumatic compartment syndrome of unspecified upper extremity, sequela",T79.A19S,T79A1
T79A2,,Traumatic compartment syndrome of lower extremity,Traumatic compartment syndrome of lower extremity,T79.A2,T79A
T79A21,,Traumatic compartment syndrome of right lower extremity,Traumatic compartment syndrome of right lower extremity,T79.A21,T79A2
T79A21A,,"Traumatic compartment syndrome of r low extrem, init","Traumatic compartment syndrome of right lower extremity, initial encounter",T79.A21A,T79A2
T79A21D,,"Traumatic compartment syndrome of r low extrem, subs","Traumatic compartment syndrome of right lower extremity, subsequent encounter",T79.A21D,T79A2
T79A21S,,"Traumatic compartment syndrome of r low extrem, sequela","Traumatic compartment syndrome of right lower extremity, sequela",T79.A21S,T79A2
T79A22,,Traumatic compartment syndrome of left lower extremity,Traumatic compartment syndrome of left lower extremity,T79.A22,T79A2
T79A22A,,"Traumatic compartment syndrome of left lower extremity, init","Traumatic compartment syndrome of left lower extremity, initial encounter",T79.A22A,T79A2
T79A22D,,"Traumatic compartment syndrome of left lower extremity, subs","Traumatic compartment syndrome of left lower extremity, subsequent encounter",T79.A22D,T79A2
T79A22S,,"Traumatic compartment syndrome of l low extrem, sequela","Traumatic compartment syndrome of left lower extremity, sequela",T79.A22S,T79A2
T79A29,,Traumatic compartment syndrome of unsp lower extremity,Traumatic compartment syndrome of unspecified lower extremity,T79.A29,T79A2
T79A29A,,"Traumatic compartment syndrome of unsp lower extremity, init","Traumatic compartment syndrome of unspecified lower extremity, initial encounter",T79.A29A,T79A2
T79A29D,,"Traumatic compartment syndrome of unsp lower extremity, subs","Traumatic compartment syndrome of unspecified lower extremity, subsequent encounter",T79.A29D,T79A2
T79A29S,,"Traumatic compartment syndrome of unsp low extrm, sequela","Traumatic compartment syndrome of unspecified lower extremity, sequela",T79.A29S,T79A2
T79A3,,Traumatic compartment syndrome of abdomen,Traumatic compartment syndrome of abdomen,T79.A3,T79A
T79A3XA,,"Traumatic compartment syndrome of abdomen, initial encounter","Traumatic compartment syndrome of abdomen, initial encounter",T79.A3XA,T79A3
T79A3XD,,"Traumatic compartment syndrome of abdomen, subs encntr","Traumatic compartment syndrome of abdomen, subsequent encounter",T79.A3XD,T79A3
T79A3XS,,"Traumatic compartment syndrome of abdomen, sequela","Traumatic compartment syndrome of abdomen, sequela",T79.A3XS,T79A3
T79A9,,Traumatic compartment syndrome of other sites,Traumatic compartment syndrome of other sites,T79.A9,T79A
T79A9XA,,"Traumatic compartment syndrome of other sites, init encntr","Traumatic compartment syndrome of other sites, initial encounter",T79.A9XA,T79A9
X371XXA,,"Tornado, initial encounter","Tornado, initial encounter",X37.1XXA,X371
T79A9XD,,"Traumatic compartment syndrome of other sites, subs encntr","Traumatic compartment syndrome of other sites, subsequent encounter",T79.A9XD,T79A9
T79A9XS,,"Traumatic compartment syndrome of other sites, sequela","Traumatic compartment syndrome of other sites, sequela",T79.A9XS,T79A9
T80,,"Comp following infusion, transfusion and theraputc injection","Complications following infusion, transfusion and therapeutic injection",T80,
T800,,"Air embolism fol infusion, transfuse and theraputc injection","Air embolism following infusion, transfusion and therapeutic injection",T80.0,T80
T800XXA,,"Air embolism fol infusion, tranfs and theraputc inject, init","Air embolism following infusion, transfusion and therapeutic injection, initial encounter",T80.0XXA,T800
T800XXD,,"Air embolism fol infusion, tranfs and theraputc inject, subs","Air embolism following infusion, transfusion and therapeutic injection, subsequent encounter",T80.0XXD,T800
T800XXS,,"Air emblsm fol infusn, tranfs and theraputc inject, sequela","Air embolism following infusion, transfusion and therapeutic injection, sequela",T80.0XXS,T800
T801,,"Vascular comp fol infusion, transfuse and theraputc inject","Vascular complications following infusion, transfusion and therapeutic injection",T80.1,T80
T8069XS,,"Other serum reaction due to other serum, sequela","Other serum reaction due to other serum, sequela",T80.69XS,T8069
T801XXA,,"Vascular comp fol infusn, tranfs and theraputc inject, init","Vascular complications following infusion, transfusion and therapeutic injection, initial encounter",T80.1XXA,T801
T801XXD,,"Vascular comp fol infusn, tranfs and theraputc inject, subs","Vascular complications following infusion, transfusion and therapeutic injection, subsequent encounter",T80.1XXD,T801
T801XXS,,"Vasc comp fol infusn, tranfs and theraputc inject, sequela","Vascular complications following infusion, transfusion and therapeutic injection, sequela",T80.1XXS,T801
T802,,"Infect following infusion, transfuse and theraputc injection","Infections following infusion, transfusion and therapeutic injection",T80.2,T80
T8021,,Infection due to central venous catheter,Infection due to central venous catheter,T80.21,T802
T80211,,Bloodstream infection due to central venous catheter,Bloodstream infection due to central venous catheter,T80.211,T8021
T80211A,,"Bloodstream infection due to central venous catheter, init","Bloodstream infection due to central venous catheter, initial encounter",T80.211A,T8021
T80211D,,"Bloodstream infection due to central venous catheter, subs","Bloodstream infection due to central venous catheter, subsequent encounter",T80.211D,T8021
T80211S,,"Bloodstream infct due to central venous catheter, sequela","Bloodstream infection due to central venous catheter, sequela",T80.211S,T8021
T80212,,Local infection due to central venous catheter,Local infection due to central venous catheter,T80.212,T8021
T80212A,,"Local infection due to central venous catheter, init encntr","Local infection due to central venous catheter, initial encounter",T80.212A,T8021
T80212D,,"Local infection due to central venous catheter, subs encntr","Local infection due to central venous catheter, subsequent encounter",T80.212D,T8021
T80212S,,"Local infection due to central venous catheter, sequela","Local infection due to central venous catheter, sequela",T80.212S,T8021
T80218,,Other infection due to central venous catheter,Other infection due to central venous catheter,T80.218,T8021
T80218A,,"Other infection due to central venous catheter, init encntr","Other infection due to central venous catheter, initial encounter",T80.218A,T8021
T80218D,,"Other infection due to central venous catheter, subs encntr","Other infection due to central venous catheter, subsequent encounter",T80.218D,T8021
T80218S,,"Other infection due to central venous catheter, sequela","Other infection due to central venous catheter, sequela",T80.218S,T8021
T80219,,Unspecified infection due to central venous catheter,Unspecified infection due to central venous catheter,T80.219,T8021
T80219A,,"Unsp infection due to central venous catheter, init encntr","Unspecified infection due to central venous catheter, initial encounter",T80.219A,T8021
T80219D,,"Unsp infection due to central venous catheter, subs encntr","Unspecified infection due to central venous catheter, subsequent encounter",T80.219D,T8021
T80219S,,"Unsp infection due to central venous catheter, sequela","Unspecified infection due to central venous catheter, sequela",T80.219S,T8021
T8022,,"Acute infection fol tranfs,infusn,inject blood/products","Acute infection following transfusion, infusion, or injection of blood and blood products",T80.22,T802
T8022XA,,"Acute infct fol tranfs,infusn,inject blood/products, init","Acute infection following transfusion, infusion, or injection of blood and blood products, initial encounter",T80.22XA,T8022
T8022XD,,"Acute infct fol tranfs,infusn,inject blood/products, subs","Acute infection following transfusion, infusion, or injection of blood and blood products, subsequent encounter",T80.22XD,T8022
T8022XS,,"Acute infct fol tranfs,infusn,inject blood/products, sequela","Acute infection following transfusion, infusion, or injection of blood and blood products, sequela",T80.22XS,T8022
W548,,Other contact with dog,Other contact with dog,W54.8,W54
T8029,,"Infct fol oth infusion, transfuse and theraputc injection","Infection following other infusion, transfusion and therapeutic injection",T80.29,T802
T8029XA,,"Infct fol oth infusion, transfuse and theraputc inject, init","Infection following other infusion, transfusion and therapeutic injection, initial encounter",T80.29XA,T8029
T8029XD,,"Infct fol oth infusion, transfuse and theraputc inject, subs","Infection following other infusion, transfusion and therapeutic injection, subsequent encounter",T80.29XD,T8029
T8029XS,,"Infct fol oth infusion, tranfs and theraputc inject, sequela","Infection following other infusion, transfusion and therapeutic injection, sequela",T80.29XS,T8029
T803,,ABO incompat reaction due to transfusion of bld/bld prod,ABO incompatibility reaction due to transfusion of blood or blood products,T80.3,T80
T82120,,Displacement of cardiac electrode,Displacement of cardiac electrode,T82.120,T8212
T8030,,"ABO incompat reaction due to transfuse of bld/bld prod, unsp","ABO incompatibility reaction due to transfusion of blood or blood products, unspecified",T80.30,T803
T80411,,Rh incompatibility w delayed hemolytic transfusion reaction,Rh incompatibility with delayed hemolytic transfusion reaction,T80.411,T8041
T8030XA,,"ABO incompat react due to tranfs of bld/bld prod, unsp, init","ABO incompatibility reaction due to transfusion of blood or blood products, unspecified, initial encounter",T80.30XA,T8030
T8030XD,,"ABO incompat react due to tranfs of bld/bld prod, unsp, subs","ABO incompatibility reaction due to transfusion of blood or blood products, unspecified, subsequent encounter",T80.30XD,T8030
T8030XS,,"ABO incompat react due to tranfs of bld/bld prod, unsp, sqla","ABO incompatibility reaction due to transfusion of blood or blood products, unspecified, sequela",T80.30XS,T8030
T8031,,ABO incompatibility with hemolytic transfusion reaction,ABO incompatibility with hemolytic transfusion reaction,T80.31,T803
T80310,,ABO incompatibility w acute hemolytic transfusion reaction,ABO incompatibility with acute hemolytic transfusion reaction,T80.310,T8031
T80310A,,"ABO incompatibility w acute hemolytic transfs react, init","ABO incompatibility with acute hemolytic transfusion reaction, initial encounter",T80.310A,T8031
T80310D,,"ABO incompatibility w acute hemolytic transfs react, subs","ABO incompatibility with acute hemolytic transfusion reaction, subsequent encounter",T80.310D,T8031
T80310S,,"ABO incompatibility w acute hemolytic transfs react, sequela","ABO incompatibility with acute hemolytic transfusion reaction, sequela",T80.310S,T8031
T80311,,ABO incompatibility w delayed hemolytic transfusion reaction,ABO incompatibility with delayed hemolytic transfusion reaction,T80.311,T8031
T80311A,,"ABO incompatibility w delayed hemolytic transfs react, init","ABO incompatibility with delayed hemolytic transfusion reaction, initial encounter",T80.311A,T8031
T80311D,,"ABO incompatibility w delayed hemolytic transfs react, subs","ABO incompatibility with delayed hemolytic transfusion reaction, subsequent encounter",T80.311D,T8031
T80311S,,"ABO incompat w delayed hemolytic transfs react, sequela","ABO incompatibility with delayed hemolytic transfusion reaction, sequela",T80.311S,T8031
T80319,,"ABO incompatibility w hemolytic transfusion reaction, unsp","ABO incompatibility with hemolytic transfusion reaction, unspecified",T80.319,T8031
T80319A,,"ABO incompatibility w hemolytic transfs react, unsp, init","ABO incompatibility with hemolytic transfusion reaction, unspecified, initial encounter",T80.319A,T8031
T80319D,,"ABO incompatibility w hemolytic transfs react, unsp, subs","ABO incompatibility with hemolytic transfusion reaction, unspecified, subsequent encounter",T80.319D,T8031
T80319S,,"ABO incompatibility w hemolytic transfs react, unsp, sequela","ABO incompatibility with hemolytic transfusion reaction, unspecified, sequela",T80.319S,T8031
T8039,,Oth ABO incompat reaction due to transfusion of bld/bld prod,Other ABO incompatibility reaction due to transfusion of blood or blood products,T80.39,T803
T8039XA,,"Oth ABO incompat react due to tranfs of bld/bld prod, init","Other ABO incompatibility reaction due to transfusion of blood or blood products, initial encounter",T80.39XA,T8039
